,LGA,State,Age_Group,ASFR,population
478,Mashi,Katsina,15_19,0.181057857,10446.44659
479,Matazu,Katsina,15_19,0.144038725,9240.872314
480,Mayo-Bel,Adamawa,15_19,0.123821246,11984.19974
481,Mbaitoli,Imo,15_19,0.032676898,9419.206055
482,Mbo,Akwa Ibom,15_19,0.112158448,11759.73975
483,Michika,Adamawa,15_19,0.108013549,12979.05135
484,Miga,Jigawa,15_19,0.127854338,7899.300598
485,Mikang,Plateau,15_19,0.068596824,4848.806122
486,Minjibir,Kano,15_19,0.157880655,15651.02368
487,Misau,Bauchi,15_19,0.189544144,17336.74384
488,Mkpat Enin,Akwa Ibom,15_19,0.076140881,14819.66968
489,Moba,Ekiti,15_19,0.02875324,2521.47998
490,Mobbar,Borno,15_19,0.1871784,9087.00325
491,Mokwa,Niger,15_19,0.079300865,20868.75895
492,Monguno,Borno,15_19,0.187341519,7475.075165
493,Mopa-Muro,Kogi,15_19,0.084786509,3467.590496
494,Moro,Kwara,15_19,0.070409106,9118.861898
495,Mubi North,Adamawa,15_19,0.141234257,13684.41541
496,Mubi South,Adamawa,15_19,0.201923576,6985.843018
497,Musawa,Katsina,15_19,0.185406908,13213.21332
498,Muya,Niger,15_19,0.127883252,6641.596878
499,Nafada,Gombe,15_19,0.174456927,10005.23253
500,Nangere,Yobe,15_19,0.087877392,10286.5385
501,Nasarawa,Nassarawa,15_19,0.107533369,15543.78683
502,Nassarawa Egon,Nassarawa,15_19,0.088979054,11573.08644
503,Ndokwa East,Delta,15_19,0.117357261,13827.33109
504,Ndokwa West,Delta,15_19,0.083598517,10753.19983
505,Nembe,Bayelsa,15_19,0.092814428,12216.30917
506,Ngala,Borno,15_19,0.189761085,15481.22452
507,Nganzai,Borno,15_19,0.182309734,8225.969772
508,Ngaski,Kebbi,15_19,0.095077696,10633.8621
509,Ngor-Okp,Imo,15_19,0.07389924,20375.91211
510,Nguru,Yobe,15_19,0.097132134,14381.00298
511,Ningi,Bauchi,15_19,0.201530667,29819.7648
512,Njaba,Imo,15_19,0.036600456,21468.7207
513,Njikoka,Anambra,15_19,0.118974621,12980.08691
514,Nkanu East,Enugu,15_19,0.066344587,17028.05383
515,Nkanu West,Enugu,15_19,0.039048517,22799.61377
516,NnewiNort,Anambra,15_19,0.03978419,16910.41406
517,NnewiSou,Anambra,15_19,0.047142021,21820.66602
518,Nsit Atai,Akwa Ibom,15_19,0.133561426,7530.176758
519,Nsit Ibom,Akwa Ibom,15_19,0.106976064,14197.88525
520,Nsit Ubium,Akwa Ibom,15_19,0.112531765,18281.02661
521,Nsukka,Enugu,15_19,0.037380336,28536.36243
522,Numan,Adamawa,15_19,0.114242424,6523.213043
523,Nwangele,Imo,15_19,0.016161226,15742.00488
524,Obafemi-Owode,Ogun,15_19,0.05499097,22487.58612
525,Obanliku,Cross River,15_19,0.064379405,11368.03854
526,Obi,Benue,15_19,0.080348172,19912.36121
527,Obi,Nassarawa,15_19,0.080348172,19912.36121
528,Obio/Akp,Rivers,15_19,0.034489039,31047.45801
529,Obokun,Osun,15_19,0.045570354,16005.62634
530,Oboma Ngwa,Abia,15_19,0.044284088,5861.400146
531,Obot Akara,Akwa Ibom,15_19,0.03073662,17415.86646
532,Obowo,Imo,15_19,0.035682836,12094.30859
533,Obubra,Cross River,15_19,0.043835262,15772.84854
534,Obudu,Cross River,15_19,0.042954394,4875.771118
535,Odeda,Ogun,15_19,0.049504516,6177.828949
536,Odigbo,Ondo,15_19,0.116677902,18967.54504
537,Odo0tin,Osun,15_19,0.021853586,9230.291382
538,Odogbolu,Ogun,15_19,0.052783965,11239.62579
539,Odukpani,Cross River,15_19,0.126511717,17471.22052
540,Offa,Kwara,15_19,0.020574733,8235.191406
541,Ofu,Kogi,15_19,0.127951377,15809.57217
542,Ogba/Egbe,Rivers,15_19,0.080285301,24751.47375
543,Ogbadibo,Benue,15_19,0.056110206,8742.215576
544,Ogbaru,Anambra,15_19,0.088864976,14008.9104
545,Ogbia,Bayelsa,15_19,0.052395475,20803.89917
546,Ogbomosho North,Oyo,15_19,0.055204985,9630.977539
547,Ogbomosho South,Oyo,15_19,0.024264813,12717.7041
548,Ogo-Oluw,Oyo,15_19,0.060482324,6831.058655
549,Ogoja,Cross River,15_19,0.07390878,20249.06476
550,Ogori/Magongo,Kogi,15_19,0.040396551,2354.568115
551,Ogu/Bolo,Rivers,15_19,0.056955811,12097.93945
552,OgunWaterside,Ogun,15_19,0.070982683,7072.488892
553,Oguta,Imo,15_19,0.049903098,19689.36731
554,Ohafia Abia,Abia,15_19,0.074543703,19754.20581
555,Ohaji/Eg,Imo,15_19,0.05964992,16484.02655
556,Ohaozara,Ebonyi,15_19,0.106413013,14465.74146
557,Ohaukwu,Ebonyi,15_19,0.146450968,16392.21216
558,Ohimini,Benue,15_19,0.084840047,4215.185364
559,Oji-River,Enugu,15_19,0.083214047,9903.001587
560,Ojo,Lagos,15_19,0.033335522,53137.79492
561,Oju,Benue,15_19,0.085875772,13629.27509
562,Oke-Ero,Kwara,15_19,0.048171903,10942.09396
563,Okehi,Kogi,15_19,0.078650728,19393.86899
564,Okene,Kogi,15_19,0.040089758,22363.55981
565,Okigwe,Imo,15_19,0.056041294,17482.33301
566,Okitipupa,Ondo,15_19,0.050024499,20800.55481
567,Okobo,Akwa Ibom,15_19,0.168049908,15692.62061
568,Okpe,Delta,15_19,0.076275899,19566.07068
569,Okpokwu,Benue,15_19,0.082346007,12785.45905
570,Okrika,Rivers,15_19,0.073133524,8933.994141
571,Ola-Oluwa,Osun,15_19,0.082828089,10150.94006
572,Olamabor,Kogi,15_19,0.088342264,18479.86472
573,Olorunda,Osun,15_19,0.028066218,18875.28125
574,Olorunsogo,Oyo,15_19,0.108104487,6832.941185
575,Oluyole,Oyo,15_19,0.05402439,14340.99084
576,Omala,Kogi,15_19,0.133217576,8871.483566
577,Omumma,Rivers,15_19,0.054438686,7964.833984
578,Ona-Ara,Oyo,15_19,0.059473863,49726.88721
579,Ondo East,Ondo,15_19,0.094199189,13600.00659
580,Ondo West,Ondo,15_19,0.075970152,19823.93457
581,Onicha,Ebonyi,15_19,0.041042054,21803.28174
582,Onitsha North,Anambra,15_19,0.010736225,30971.19336
583,Onna,Akwa Ibom,15_19,0.053556649,6205.78418
584,Oredo Edo,Edo,15_19,0.035288101,11772.83429
585,Orelope,Oyo,15_19,0.128743139,9640.903427
586,Orhionmw,Edo,15_19,0.1153113,19844.10655
587,Ori-Ire,Oyo,15_19,0.055188436,16344.89133
588,Oriade,Osun,15_19,0.043161144,15161.24426
589,Orlu,Imo,15_19,0.009944698,19063.30615
590,Orolu,Osun,15_19,0.042810211,11771.81641
591,Oron,Akwa Ibom,15_19,0.144162193,4083.913086
592,Orsu,Imo,15_19,0.024480624,8960.708984
593,Oru East,Imo,15_19,0.013056609,6075.177246
594,Oru West,Imo,15_19,0.015709644,8367.044922
595,Oruk-Ana,Akwa Ibom,15_19,0.103850587,20954.177
596,OrumbaNo,Anambra,15_19,0.052216368,15086.74805
597,OrumbaSo,Anambra,15_19,0.096726079,13575.51953
598,Ose,Ondo,15_19,0.059475614,11812.30527
599,Oshimili North,Delta,15_19,0.105951705,14300.79456
600,Oshimili South,Delta,15_19,0.070254787,21827.40091
601,Osisioma Ngwa,Abia,15_19,0.029822191,28661.95215
602,Oturkpo,Benue,15_19,0.083835015,25211.53674
603,OviaNort,Edo,15_19,0.049241642,11640.67454
604,OviaSouth-West,Edo,15_19,0.068257921,11970.17094
605,Owan East,Edo,15_19,0.078309831,12198.40268
606,OwanWest,Edo,15_19,0.067487373,7353.313812
607,Owerri North,Imo,15_19,0.058413011,25842.05933
608,Owerri West,Imo,15_19,0.079057044,14622.17456
609,Owo,Ondo,15_19,0.040062863,17838.51443
610,Oye,Ekiti,15_19,0.077350813,13396.49048
611,Oyi,Anambra,15_19,0.063487845,9611.993164
612,Oyigbo,Rivers,15_19,0.066032981,18475.96558
613,Oyo East,Oyo,15_19,0.093009662,17119.92456
614,Oyo West,Oyo,15_19,0.046535091,6773.850677
615,Oyun,Kwara,15_19,0.047576284,3930.778687
616,Paikoro,Niger,15_19,0.132085173,12867.3792
617,Pankshin,Plateau,15_19,0.077980322,16175.74419
618,Patani,Delta,15_19,0.071496613,4019.679565
619,Pategi,Kwara,15_19,0.104414675,7258.238304
620,Port Harcourt,Rivers,15_19,0.034121619,52543.9917
621,Potiskum,Yobe,15_19,0.084630996,16265.78802
622,Qua'anpa,Plateau,15_19,0.096545285,15521.16583
623,Rabah,Sokoto,15_19,0.155793428,11766.43366
624,Rafi,Niger,15_19,0.147487634,15855.20803
625,Rano,Kano,15_19,0.177264283,9200.167358
626,Remo-North,Ogun,15_19,0.038476431,6958.313721
627,Rijau,Niger,15_19,0.121891884,13343.02503
628,Rimi,Katsina,15_19,0.197117591,11611.75427
629,RiminGad,Kano,15_19,0.142998155,8819.488037
630,Ringim,Jigawa,15_19,0.14732763,15598.26257
631,Riyom,Plateau,15_19,0.092522229,10836.40814
632,Rogo,Kano,15_19,0.203331381,17769.91821
633,Roni,Jigawa,15_19,0.155024558,3029.639404
634,Sabon-Ga,Kaduna,15_19,0.088481372,33703.55078
635,Sabon Birni,Sokoto,15_19,0.151192112,15117.21045
636,Sabuwa,Katsina,15_19,0.139948866,10899.9751
637,Safana,Katsina,15_19,0.146470857,13421.22823
638,Sagbama,Bayelsa,15_19,0.130275806,16710.41498
639,Sakaba,Kebbi,15_19,0.133642506,7289.132019
640,Saki East,Oyo,15_19,0.069961358,13519.90111
641,Saki West,Oyo,15_19,0.067705986,17335.54875
642,Sandamu,Katsina,15_19,0.113051827,9802.213989
643,Sanga,Kaduna,15_19,0.126119688,11817.48468
644,Sapele,Delta,15_19,0.027740124,19611.49463
645,Sardauna,Taraba,15_19,0.1480136,16113.10929
646,Shagamu,Ogun,15_19,0.013213415,14603.01489
647,Shagari,Sokoto,15_19,0.177487868,11745.74614
648,Shanga,Kebbi,15_19,0.141111035,8914.328613
649,Shani,Borno,15_19,0.150761219,8010.991821
650,Shanono,Kano,15_19,0.197048988,8316.948486
651,Shelleng,Adamawa,15_19,0.175114913,9842.273254
652,Shendam,Plateau,15_19,0.094833691,18144.28764
653,Shinkafi,Zamfara,15_19,0.118995051,7964.486664
654,Shira,Bauchi,15_19,0.226402766,18229.71289
655,Shiroro,Niger,15_19,0.124291057,18746.69521
656,Shomgom,Gombe,15_19,0.128664079,14043.96786
657,Silame,Sokoto,15_19,0.187144928,5816.301025
658,Soba,Kaduna,15_19,0.19333362,25474.18256
659,Song,Adamawa,15_19,0.183156358,15831.80571
660,Southern Ijaw,Bayelsa,15_19,0.118019186,24366.95123
661,Sule-Tan,Jigawa,15_19,0.133720857,11369.62384
662,Suleja,Niger,15_19,0.077890573,9780.541992
663,Sumaila,Kano,15_19,0.176743938,21741.24646
664,Suru,Kebbi,15_19,0.181969809,9711.06546
665,Surulere,Lagos,15_19,0.079714002,12627.7442
666,Surulere,Oyo,15_19,0.079714002,12627.7442
667,Tafa,Niger,15_19,0.065082565,11206.11523
668,Tafawa-B,Bauchi,15_19,0.150975364,18446.45993
669,Takai,Kano,15_19,0.161079529,15486.93915
670,Takum,Taraba,15_19,0.107705266,9901.382919
671,Talata-Mafara,Zamfara,15_19,0.164265232,13869.62952
672,Tambawal,Sokoto,15_19,0.181759822,17876.69553
673,Tangazar,Sokoto,15_19,0.146451463,8885.951981
674,Tarka,Benue,15_19,0.093615493,6483.199707
675,Tarmuwa,Yobe,15_19,0.181467551,7384.231312
676,Taura,Jigawa,15_19,0.157156332,11396.12317
677,Teungo,Adamawa,15_19,0.139876526,4358.691143
678,Tofa,Kano,15_19,0.095325957,6438.260986
679,Toro,Bauchi,15_19,0.168400013,30633.46591
680,Toto,Nassarawa,15_19,0.088056352,10409.57846
681,Tsafe,Zamfara,15_19,0.185113588,20318.70816
682,Tsanyawa,Kano,15_19,0.239189197,13433.99915
683,Tundun Wada,Kano,15_19,0.176249305,19572.36179
684,Tureta,Sokoto,15_19,0.12804366,5114.36219
685,Udenu,Enugu,15_19,0.018795428,21389.55884
686,Udi,Enugu,15_19,0.064036112,21087.6622
687,Udu,Delta,15_19,0.052433528,19146.37012
688,Udung Uko,Akwa Ibom,15_19,0.173621527,7290.436035
689,Ughelli North,Delta,15_19,0.091146379,26859.38745
690,Ughelli South,Delta,15_19,0.086304749,16811.06952
691,Ugwunagbo,Abia,15_19,0.079999647,12985.72314
692,Uhunmwonde,Edo,15_19,0.040707494,15468.57607
693,Ukanafun,Akwa Ibom,15_19,0.069470982,10119.16748
694,Ukum,Benue,15_19,0.102720248,17755.3446
695,Ukwa East,Abia,15_19,0.0956101,8346.434937
696,Ukwa West,Abia,15_19,0.081107591,7040.972656
697,Ukwuani,Delta,15_19,0.049922794,8328.269531
698,Umu-Nneochi,Abia,15_19,0.110340403,12666.66504
699,Umuahia North,Abia,15_19,0.054298813,21402.20605
700,Umuahia South,Abia,15_19,0.052433082,7197.349121
701,Ungogo,Kano,15_19,0.042508188,57034.98828
702,Unuimo,Imo,15_19,0.023795501,10166.58301
703,Uruan,Akwa Ibom,15_19,0.088203518,9680.328857
704,UrueOffo,Akwa Ibom,15_19,0.140510039,3743.535156
705,Ushongo,Benue,15_19,0.115804273,15432.11661
706,Ussa,Taraba,15_19,0.115730433,5644.842682
707,Uvwie,Delta,15_19,0.086585246,7834.486816
708,Uyo,Akwa Ibom,15_19,0.047322723,33527.18262
709,Uzo-Uwani,Enugu,15_19,0.078722566,9984.137054
710,Vandeiky,Benue,15_19,0.101991407,22500.02905
711,Wamakko,Sokoto,15_19,0.143126155,20561.79993
712,Wamba,Nassarawa,15_19,0.090885209,5231.740204
713,Warawa,Kano,15_19,0.123575831,13478.68243
714,Warji,Bauchi,15_19,0.151404324,8401.69165
715,Warri North,Delta,15_19,0.049328888,11946.69
716,Warri South,Delta,15_19,0.080713223,21726.2771
717,Warri South-West,Delta,15_19,0.071859207,6546.531021
718,Wase,Plateau,15_19,0.141399611,12120.83872
719,Wudil,Kano,15_19,0.18869529,14498.20166
720,Wukari,Taraba,15_19,0.091240105,19311.24564
721,Wurno,Sokoto,15_19,0.168668975,9812.725159
722,Wushishi,Niger,15_19,0.129596394,5553.793877
723,Yabo,Sokoto,15_19,0.198683747,11124.12646
724,Yagba East,Kogi,15_19,0.077354971,11810.01352
725,Yagba West,Kogi,15_19,0.079102212,11953.25597
726,Yakurr,Cross River,15_19,0.087352727,16715.43381
727,Yala Cross,Cross River,15_19,0.080037013,15711.27954
728,Yamaltu,Gombe,15_19,0.210532061,20513.43228
729,Yankwashi,Jigawa,15_19,0.087849262,10613.51123
730,Yauri,Kebbi,15_19,0.093190829,5959.629807
731,Yenegoa,Bayelsa,15_19,0.085505951,29243.46179
732,Yola North,Adamawa,15_19,0.106248779,17416.10425
733,Yola South,Adamawa,15_19,0.156557942,22074.96021
734,Yorro,Taraba,15_19,0.093077943,8521.952682
735,Yunusari,Yobe,15_19,0.174354797,10112.83852
736,Yusufari,Yobe,15_19,0.146999875,8547.865089
737,Zaki,Bauchi,15_19,0.171179568,17777.97986
738,Zango,Katsina,15_19,0.140059685,11017.11298
739,ZangonKa,Kaduna,15_19,0.096426191,26788.37044
740,Zaria,Kaduna,15_19,0.109075022,15724.48657
741,Zing,Taraba,15_19,0.093385132,7593.261444
742,Zurmi,Zamfara,15_19,0.127061346,23355.88042
743,Zuru,Kebbi,15_19,0.134854196,13953.97937
744,Aba North,Abia,20_24,0.166786871,33707.85547
745,Abadam,Borno,20_24,0.324345504,3961.944847
746,Abaji,Federal Capital Territory,20_24,0.243101466,7417.198029
747,Abak,Akwa Ibom,20_24,0.161073571,12497.73804
748,Abakalik,Ebonyi,20_24,0.213906448,11188.72247
749,Abeokuta South,Ogun,20_24,0.199258871,13369.74609
750,AbeokutaNorth,Ogun,20_24,0.201339727,14563.69653
751,Abi,Cross River,20_24,0.212307759,8905.396729
752,Aboh-Mba,Imo,20_24,0.198702962,4276.131348
753,Abua/Odu,Rivers,20_24,0.168890423,16193.00073
754,AbujaMun,Federal Capital Territory,20_24,0.199033451,131984.5279
755,Adavi,Kogi,20_24,0.236426069,7197.222168
756,Ado,Benue,20_24,0.211843235,10363.31976
757,Ado-Ekiti,Ekiti,20_24,0.194615246,32521.50464
758,AdoOdo/Ota,Ogun,20_24,0.168575894,29799.91113
759,Afijio,Oyo,20_24,0.231132696,11042.04382
760,Afikpo,Ebonyi,20_24,0.199727768,11049.67114
761,AfikpoSo,Ebonyi,20_24,0.205273427,9632.651245
762,Agaie,Niger,20_24,0.240642959,8493.225784
763,Agatu,Benue,20_24,0.216909407,7654.099106
764,Aguata,Anambra,20_24,0.178453671,28370.55127
765,Agwara,Niger,20_24,0.277680016,4410.204433
766,Ahizu-Mb,Imo,20_24,0.187300924,10851.17383
767,Ahoada East,Rivers,20_24,0.16991988,11467.11279
768,Ahoada West,Rivers,20_24,0.175223136,17035.71521
769,Ajaokuta,Kogi,20_24,0.23892775,7743.507339
770,Ajingi,Kano,20_24,0.30106076,9959.824402
771,Akamkpa,Cross River,20_24,0.190240725,11909.97964
772,Akinyele,Oyo,20_24,0.235687104,9123.731781
773,Akko,Gombe,20_24,0.281321192,30754.40275
774,Akoko-Ed,Edo,20_24,0.228028082,19278.12012
775,Akoko North-East,Ondo,20_24,0.218787489,14444.92432
776,Akoko South-East,Ondo,20_24,0.215957592,4035.837341
777,Akoko South-West,Ondo,20_24,0.219631058,15401.86011
778,AkokoNorthWest,Ondo,20_24,0.215728136,12803.94147
779,Akpabuyo,Cross River,20_24,0.174634503,20515.92868
780,Akukutor,Rivers,20_24,0.16900809,6910.592041
781,Akure North,Ondo,20_24,0.23349176,20602.38263
782,Akure South,Ondo,20_24,0.234304009,13568.396
783,Akwanga,Nassarawa,20_24,0.189291369,7530.227478
784,Albasu,Kano,20_24,0.292433046,11014.09595
785,Aleiro,Kebbi,20_24,0.296744953,6000.34082
786,Alimosho,Lagos,20_24,0.150009513,18022.47852
787,Alkaleri,Bauchi,20_24,0.269360922,22556.26901
788,Amuwo Odofin,Lagos,20_24,0.135174757,145951.084
789,Anambra East,Anambra,20_24,0.201610251,11576.35217
790,Anambra West,Anambra,20_24,0.226783809,8991.642334
791,Anaocha,Anambra,20_24,0.188932787,15258.96582
792,Aninri,Enugu,20_24,0.225294652,8939.481445
793,AniochaN,Delta,20_24,0.189176238,10113.68729
794,AniochaS,Delta,20_24,0.195770299,8606.312012
795,Anka,Zamfara,20_24,0.289423839,10145.16775
796,Ankpa,Kogi,20_24,0.223626384,15005.4812
797,Apa,Benue,20_24,0.230567535,6085.730042
798,Apapa,Lagos,20_24,0.136919427,32819.94922
799,Ardo-Kola,Taraba,20_24,0.236247877,6971.102108
800,Arewa,Kebbi,20_24,0.290620455,12272.7058
801,Argungu,Kebbi,20_24,0.286818268,12562.82034
802,Arochukw,Abia,20_24,0.228848239,7965.335144
803,Asa,Kwara,20_24,0.217685324,6544.150597
804,Asari-To,Rivers,20_24,0.159429709,11292.90942
805,Askira/U,Borno,20_24,0.272758959,9820.733604
806,Atakumosa East,Osun,20_24,0.203433551,5210.625305
807,Atakumosa West,Osun,20_24,0.172304493,11841.33688
808,Atiba,Oyo,20_24,0.214633875,8763.090744
809,Atisbo,Oyo,20_24,0.222229763,7608.354168
810,Augie,Kebbi,20_24,0.310298505,10964.03484
811,Auyo,Jigawa,20_24,0.297186781,12062.33191
812,Awe,Nassarawa,20_24,0.249707542,7644.501774
813,Awgu,Enugu,20_24,0.238201336,9889.386108
814,AwkaNort,Anambra,20_24,0.20446917,9531.115112
815,AwkaSout,Anambra,20_24,0.193638379,19799.44434
816,Ayamelum,Anambra,20_24,0.236358492,9199.572693
817,Ayedaade,Osun,20_24,0.200173581,9862.705048
818,Ayedire,Osun,20_24,0.208642721,4231.283691
819,Babura,Jigawa,20_24,0.300312785,13091.7782
820,Badagary,Lagos,20_24,0.211608548,18986.78333
821,Bade,Yobe,20_24,0.285884773,10393.48648
822,Bagudo,Kebbi,20_24,0.270438831,16873.29021
823,Bagwai,Kano,20_24,0.290438075,10926.73413
824,Bakori,Katsina,20_24,0.289638044,12289.20465
825,Bakura,Zamfara,20_24,0.307736943,13958.8413
826,Balanga,Gombe,20_24,0.276064965,12662.59271
827,Bali,Taraba,20_24,0.241845027,13377.51623
828,Bama,Borno,20_24,0.299808859,17912.6765
829,Barkin Ladi,Plateau,20_24,0.233098437,15127.59799
830,Baruten,Kwara,20_24,0.234771525,13038.83037
831,Bassa,Kogi,20_24,0.238996721,22170.86506
832,Bassa,Plateau,20_24,0.238996721,22170.86506
833,Batagarawa,Katsina,20_24,0.294452959,16967.29211
834,Batsari,Katsina,20_24,0.295589434,12001.04678
835,Bauchi,Bauchi,20_24,0.286176615,34004.51283
836,Baure,Katsina,20_24,0.297718006,9623.203613
837,Bayo,Borno,20_24,0.273880705,5126.149017
838,Bebeji,Kano,20_24,0.302666047,14699.03833
839,Bekwarra,Cross River,20_24,0.216298428,7205.54187
840,Bende,Abia,20_24,0.192360702,12191.74023
841,Biase,Cross River,20_24,0.21490116,9238.833618
842,Bichi,Kano,20_24,0.285096743,16155.06616
843,Bida,Niger,20_24,0.233224098,6890.993164
844,Billiri,Gombe,20_24,0.240499706,14031.56296
845,Bindawa,Katsina,20_24,0.301695628,8995.839111
846,Binji,Sokoto,20_24,0.29949657,6214.14859
847,Biriniwa,Jigawa,20_24,0.294278734,11327.19641
848,Birnin-G,Kaduna,20_24,0.269480207,17564.42013
849,Birnin-Magaji/Kiyaw,Zamfara,20_24,0.295696958,12616.72267
850,BirninKe,Kebbi,20_24,0.290841197,16458.97015
851,BirninKu,Jigawa,20_24,0.288067327,23611.02618
852,Biu,Borno,20_24,0.282544455,12378.5132
853,Bodinga,Sokoto,20_24,0.311989812,9400.097748
854,Bogoro,Bauchi,20_24,0.257872627,4820.52832
855,Boki,Cross River,20_24,0.204009365,12456.94171
856,Bokkos,Plateau,20_24,0.230576051,10797.07418
857,Boluwaduro,Osun,20_24,0.197937188,2894.241943
858,Bomadi,Delta,20_24,0.217853645,3755.52417
859,Bonny,Rivers,20_24,0.181998257,13478.56079
860,Borgu,Niger,20_24,0.253700106,11875.70852
861,Boripe,Osun,20_24,0.175700167,6157.248047
862,Borsari,Yobe,20_24,0.303784589,7467.227837
863,Bosso,Niger,20_24,0.238325257,9809.739418
864,Brass,Bayelsa,20_24,0.174746152,11177.59929
865,Buji,Jigawa,20_24,0.297127573,5937.3573
866,Bukkuyum,Zamfara,20_24,0.293571564,13162.07664
867,Bungudu,Zamfara,20_24,0.281116514,22840.5407
868,Bunkure,Kano,20_24,0.283175699,16305.04285
869,Bunza,Kebbi,20_24,0.278989932,7177.475647
870,Buruku,Benue,20_24,0.225920089,10993.70563
871,Burutu,Delta,20_24,0.202696794,17053.11722
872,Bwari,Federal Capital Territory,20_24,0.210653513,38676.40138
873,Calabar,Cross River,20_24,0.165999653,16482.87939
874,Calabar South,Cross River,20_24,0.170960121,5856.239746
875,Chanchaga,Niger,20_24,0.235710096,14886.16992
876,Charanchi,Katsina,20_24,0.305391386,8915.152222
877,Chibok,Borno,20_24,0.276734529,4141.833771
878,Chikun,Kaduna,20_24,0.225501961,41461.61213
879,Dala,Kano,20_24,0.242359885,48134.45313
880,Damaturu,Yobe,20_24,0.298828543,5871.382511
881,Damban,Bauchi,20_24,0.29265715,10064.85333
882,Dambatta,Kano,20_24,0.306625694,14629.47809
883,Damboa,Borno,20_24,0.287466114,15109.21181
884,Dandi,Kebbi,20_24,0.268928614,10408.86652
885,Dandume,Katsina,20_24,0.273364921,9000.345215
886,Dange-Shuni,Sokoto,20_24,0.30227364,10188.22231
887,Danja,Katsina,20_24,0.30240984,5116.759827
888,Danko Wasagu,Kebbi,20_24,0.268054826,18327.24216
889,Danmusa,Katsina,20_24,0.279542066,6902.088409
890,Darazo,Bauchi,20_24,0.280546985,16817.55545
891,Dass,Bauchi,20_24,0.288614884,5966.154297
892,Daura,Katsina,20_24,0.303441744,15577.85522
893,DawakinK,Kano,20_24,0.263139534,16964.66504
894,DawakinT,Kano,20_24,0.27013579,23935.27759
895,Degema,Rivers,20_24,0.16472331,14930.96759
896,Dekina,Kogi,20_24,0.231503217,16770.58612
897,Demsa,Adamawa,20_24,0.270601909,8476.854099
898,Dikwa,Borno,20_24,0.306348788,7990.37204
899,Doguwa,Kano,20_24,0.283126295,10930.42265
900,Doma,Nassarawa,20_24,0.22517467,7938.077869
901,Donga,Taraba,20_24,0.23474207,9827.7225
902,Dukku,Gombe,20_24,0.285411115,13375.8374
903,Dunukofia,Anambra,20_24,0.201177989,4576.655762
904,Dutse,Jigawa,20_24,0.286154483,17496.35986
905,Dutsi,Katsina,20_24,0.296203168,6056.891602
906,Dutsin-M,Katsina,20_24,0.293121056,11782.7796
907,Eastern Obolo,Akwa Ibom,20_24,0.195121487,3826.362061
908,Ebonyi,Ebonyi,20_24,0.22538565,11806.45758
